lead_id,age
H202501050,11
H202501050,28
H202501050,36
H202501050,50
H202501050,51
H202501050,57
H202501051,20
H202501051,56
H202501051,57
H202501051,77
H202501052,16
H202501052,18
H202501052,20
H202501052,32
H202501052,46
H202501053,33
H202501053,40
H202501054,26
H202501054,43
H202501054,52
H202501054,63
H202501054,74
H202501055,20
H202501055,44
H202501055,47
H202501055,48
H202501055,74
H202501056,17
H202501056,54
H202501057,29
H202501057,37
H202501057,45
H202501057,49
H202501057,52
H202501058,5
H202501058,24
H202501058,27
H202501058,39
H202501059,14
H202501059,22
H202501059,46
H202501060,28
H202501060,38
H202501060,51
H202501060,54
H202501061,6
H202501061,22
H202501061,29
H202501061,65
H202501061,81
H202501062,15
H202501062,24
H202501062,63
H202501062,74
H202501063,11
H202501063,25
H202501063,33
H202501063,50
H202501064,43
H202501065,47
H202501065,77
H202501066,43
H202501066,84
H202501067,63
H202501068,8
H202501068,38
H202501068,44
H202501068,60
H202501068,71
H202501069,22
H202501069,24
H202501069,25
H202501069,38
H202501069,39
H202501069,65
H202501070,7
H202501070,41
H202501070,43
H202501071,36
H202501071,43
H202501071,47
H202501071,69
H202501072,20
H202501072,25
H202501072,34
H202501072,53
H202501072,53
H202501073,7
H202501073,35
H202501073,52
H202501074,30
H202501074,35
H202501074,46
H202501074,51
H202501074,69
H202501075,28
H202501075,35
H202501075,40
H202501075,44
H202501076,21
H202501076,21
H202501076,75
H202501077,2
H202501077,24
H202501077,42
H202501077,49
H202501078,31
H202501078,51
H202501078,74
H202501078,81
H202501079,34
H202501079,34
H202501079,53
H202501080,24
H202501080,25
H202501080,26
H202501080,52
H202501080,54
H202501080,72
H202501081,6
H202501081,23
H202501081,24
H202501081,32
H202501081,50
H202501082,3
H202501082,38
H202501082,41
H202501083,25
H202501083,25
H202501083,31
H202501083,40
H202501083,43
H202501084,47
H202501084,48
H202501084,53
H202501084,66
H202501085,2
H202501085,33
H202501085,35
H202501086,14
H202501086,23
H202501086,26
H202501086,50
H202501087,2
H202501087,6
H202501087,8
H202501087,23
H202501087,29
H202501088,26
H202501088,51
H202501089,27
H202501089,33
H202501089,40
H202501089,43
H202501090,30
H202501090,47
H202501090,81
H202501091,1
H202501091,29
H202501091,32
H202501091,37
H202501092,4
H202501092,20
H202501092,24
H202501092,34
H202501092,65
H202501092,80
H202501093,18
H202501093,20
H202501093,22
H202501093,51
H202501094,3
H202501094,28
H202501094,38
H202501094,40
H202501095,28
H202501095,33
H202501095,41
H202501095,54
H202501095,63
H202501096,32
H202501096,33
H202501097,29
H202501097,29
H202501097,29
H202501097,50
H202501097,62
H202501098,5
H202501098,54
H202501099,41
H202501099,50
H202501099,64
H202501099,84
H202501100,23
H202501100,26
H202501100,33
H202501100,36
H202501100,46
H202501101,20
H202501101,49
H202501101,53
H202501101,65
H202501102,8
H202501102,25
H202501102,41
H202501102,47
H202501103,55
H202501103,67
H202501104,25
H202501104,53
H202501104,76
H202501105,13
H202501105,20
H202501105,26
H202501105,45
H202501105,47
H202501106,21
H202501106,31
H202501106,45
H202501106,47
H202501106,53
H202501107,13
H202501107,47
H202501108,11
H202501109,1
H202501109,41
H202501109,51
H202501109,66
H202501110,5
H202501110,7
H202501110,32
H202501110,77
H202501111,32
H202501111,37
H202501111,39
H202501111,52
H202501112,9
H202501112,37
H202501112,38
H202501112,48
H202501112,56
H202501113,6
H202501113,47
H202501113,48
H202501114,23
H202501114,48
H202501114,48
H202501115,42
H202501115,51
H202501115,55
H202501116,52
H202501117,44
H202501117,47
H202501118,20
H202501118,22
H202501118,24
H202501118,25
H202501118,45
H202501118,59
H202501119,22
H202501119,42
H202501119,47
H202501120,15
H202501120,23
H202501120,24
H202501120,31
H202501121,23
H202501121,61
H202501121,73
H202501122,29
H202501122,32
H202501122,44
H202501122,73
H202501123,20
H202501123,32
H202501123,44
H202501124,7
H202501124,17
H202501124,25
H202501124,27
H202501124,78
H202501125,33
H202501125,43
H202501125,54
H202501125,78
H202501126,40
H202501126,51
H202501126,53
H202501127,5
H202501127,20
H202501127,39
H202501127,47
H202501128,6
H202501128,26
H202501128,39
H202501128,43
H202501129,20
H202501130,29
H202501130,33
H202501130,43
H202501131,11
H202501131,23
H202501131,43
H202501131,84
H202501132,3
H202501132,20
H202501132,28
H202501132,42
H202501133,16
H202501133,26
H202501133,29
H202501133,40
H202501133,42
H202501133,54
H202501134,22
H202501134,27
H202501134,50
H202501135,26
H202501135,41
H202501135,49
H202501136,7
H202501136,35
H202501136,44
H202501136,55
H202501136,76
H202501136,79
H202501137,24
H202501137,45
H202501138,26
H202501138,41
H202501138,55
H202501139,31
H202501139,33
H202501139,37
H202501140,36
H202501140,60
H202501140,70
H202501141,27
H202501141,28
H202501141,49
H202501142,32
H202501142,32
H202501142,45
H202501142,51
H202501142,81
H202501143,18
H202501143,20
H202501143,29
H202501143,32
H202501143,40
H202501143,83
H202501144,31
H202501144,39
H202501144,47
H202501144,66
H202501145,33
H202501145,40
H202501145,62
H202501146,8
H202501147,36
H202501147,37
H202501147,39
H202501147,60
H202501147,62
H202501148,20
H202501148,30
H202501148,30
H202501148,36
H202501148,53
H202501149,11
H202501149,27
H202501149,28
H202501149,41
H202501150,32
H202501150,41
H202501150,59
H202501151,20
H202501151,25
H202501151,26
H202501151,36
H202501151,53
H202501151,71
H202501152,22
H202501152,48
H202501153,10
H202501153,67
H202501154,19
H202501154,23
H202501154,25
H202501154,43
H202501155,35
H202501155,52
H202501156,20
H202501156,21
H202501156,39
H202501156,41
H202501156,42
H202501156,58
H202501157,11
H202501157,26
H202501157,39
H202501158,25
H202501158,30
H202501158,35
H202501158,54
H202501159,2
H202501159,26
H202501159,32
H202501159,44
H202501159,74
H202501160,19
H202501160,21
H202501160,23
H202501160,42
H202501160,80
H202501161,37
H202501161,49
H202501161,60
H202501161,62
H202501161,66
H202501162,4
H202501162,55
H202501162,78
H202501163,24
H202501163,28
H202501163,40
H202501163,58
H202501164,7
H202501164,12
H202501164,31
H202501164,35
H202501165,35
H202501165,36
H202501165,52
H202501165,53
H202501166,37
H202501166,51
H202501166,68
H202501166,72
H202501167,20
H202501167,34
H202501167,41
H202501167,43
H202501167,64
H202501168,25
H202501168,28
H202501169,22
H202501169,30
H202501169,38
H202501169,46
H202501169,67
H202501170,51
H202501170,81
H202501170,83
H202501171,21
H202501171,44
H202501171,69
H202501172,3
H202501172,39
H202501172,57
H202501173,26
H202501173,31
H202501173,31
H202501173,50
H202501174,34
H202501174,77
H202501175,24
H202501175,34
H202501175,40
H202501175,45
H202501176,26
H202501176,43
H202501176,44
H202501176,52
H202501177,44
H202501177,78
H202501177,78
H202501178,32
H202501179,25
H202501179,35
H202501179,77
H202501180,14
H202501180,20
H202501180,53
H202501180,83
H202501181,32
H202501181,46
H202501181,49
H202501181,52
H202501182,20
H202501182,30
H202501182,48
H202501182,68
H202501183,36
H202501183,43
H202501183,46
H202501183,75
H202501183,82
H202501184,21
H202501184,25
H202501184,45
H202501184,55
H202501184,74
H202501185,38
H202501185,40
H202501185,40
H202501186,17
H202501186,24
H202501186,42
H202501186,44
H202501187,29
H202501187,34
H202501187,45
H202501187,55
H202501188,25
H202501189,38
H202501189,55
H202501190,25
H202501190,37
H202501190,39
H202501190,49
H202501191,31
H202501191,39
H202501192,12
H202501192,25
H202501192,27
H202501192,28
H202501192,36
H202501192,37
H202501193,6
H202501193,22
H202501193,50
H202501193,65
H202501194,23
H202501194,35
H202501194,38
H202501194,42
H202501194,48
H202501194,68
H202501195,27
H202501195,45
H202501195,58
H202501196,27
H202501196,33
H202501196,41
H202501196,44
H202501197,2
H202501197,35
H202501197,42
H202501197,48
H202501197,55
H202501198,23
H202501198,26
H202501198,27
H202501199,22
H202501199,25
H202501199,33
H202501199,35
H202501199,47
H202501199,53
H202501200,39
H202501200,42
H202501200,64
H202501201,15
H202501201,40
H202501201,51
H202501202,0
H202501202,36
H202501202,41
H202501202,47
H202501202,64
H202501203,35
H202501203,38
H202501203,52
H202501204,50
H202501205,44
H202501205,64
H202501206,27
H202501206,36
H202501207,42
H202501207,47
H202501207,50
H202501207,56
H202501208,25
H202501208,36
H202501208,41
H202501208,43
H202501208,83
H202501209,35
H202501209,49
H202501210,25
H202501210,42
H202501210,45
H202501211,28
H202501211,53
H202501212,21
H202501212,23
H202501212,30
H202501212,46
H202501213,37
H202501214,21
H202501214,41
H202501214,42
H202501214,53
H202501214,82
H202501215,10
H202501215,18
H202501215,22
H202501215,39
H202501215,48
H202501216,49
H202501216,60
H202501217,25
H202501217,25
H202501217,33
H202501217,55
H202501218,32
H202501218,37
H202501218,38
H202501218,43
H202501219,28
H202501219,29
H202501219,32
H202501219,37
H202501219,40
H202501219,52
H202501220,29
H202501220,37
H202501220,40
H202501220,55
H202501221,7
H202501221,29
H202501221,48
H202501221,52
H202501221,52
H202501222,3
H202501222,14
H202501222,23
H202501222,64
H202501223,36
H202501223,42
H202501223,45
H202501223,54
H202501223,65
H202501224,14
H202501224,18
H202501224,72
H202501225,43
H202501225,49
H202501225,52
H202501225,54
H202501225,54
H202501226,36
H202501226,37
H202501226,44
H202501226,54
H202501227,34
H202501227,44
H202501227,46
H202501228,5
H202501228,20
H202501228,21
H202501228,32
H202501228,70
H202501229,18
H202501229,21
H202501229,24
H202501229,48
H202501229,82
H202501230,7
H202501230,50
H202501230,81
H202501231,47
H202501231,61
H202501231,78
H202501232,23
H202501232,33
H202501232,36
H202501232,42
H202501232,45
H202501233,9
H202501233,44
H202501233,66
H202501234,17
H202501234,24
H202501234,28
H202501234,37
H202501234,40
H202501234,44
H202501235,2
H202501235,24
H202501235,30
H202501235,36
H202501236,5
H202501236,32
H202501236,48
H202501236,84
H202501237,8
H202501237,29
H202501237,45
H202501237,55
H202501238,29
H202501239,4
H202501239,27
H202501239,30
H202501239,49
H202501239,65
H202501239,83
H202501240,34
H202501240,51
H202501241,21
H202501241,24
H202501241,25
H202501242,35
H202501243,21
H202501243,26
H202501243,29
H202501243,44
H202501243,46
H202501244,28
H202501244,35
H202501244,54
H202501244,59
H202501245,7
H202501245,21
H202501245,22
H202501245,51
H202501246,29
H202501246,38
H202501246,51
H202501247,33
H202501247,34
H202501247,35
H202501248,6
H202501248,19
H202501248,56
H202501248,78
H202501248,80
H202501249,20
H202501249,27
H202501249,28
H202501249,46
H202501249,82
H202501250,28
H202501250,59
H202501251,26
H202501251,39
H202501251,59
H202501252,31
H202501252,44
H202501252,48
H202501252,53
H202501252,54
H202501253,17
H202501253,34
H202501253,35
H202501253,36
H202501253,49
H202501254,8
H202501254,13
H202501254,22
H202501254,43
H202501255,39
H202501255,61
H202501256,26
H202501256,35
H202501256,43
H202501257,6
H202501257,30
H202501257,50
H202501257,77
H202501258,1
H202501258,37
H202501258,41
H202501258,55
H202501259,31
H202501260,33
H202501260,44
H202501261,22
H202501261,37
H202501261,52
H202501261,76
H202501262,1
H202501262,45
H202501262,54
H202501262,55
H202501263,48
H202501263,72
H202501263,83
H202501264,20
H202501264,25
H202501264,33
H202501264,35
H202501264,71
H202501265,2
H202501265,24
H202501265,53
H202501265,71
H202501266,24
H202501266,24
H202501266,25
H202501266,25
H202501267,21
H202501267,23
H202501267,46
H202501267,51
H202501267,54
H202501268,8
H202501268,20
H202501268,25
H202501268,41
H202501269,27
H202501269,34
H202501269,37
H202501269,39
H202501269,44
H202501270,15
H202501270,22
H202501270,31
H202501270,36
H202501270,37
H202501270,64
H202501271,30
H202501271,36
H202501271,36
H202501271,49
H202501271,52
H202501272,32
H202501273,24
H202501273,34
H202501273,81
H202501273,81
H202501274,20
H202501274,33
H202501274,36
H202501275,40
H202501275,45
H202501275,49
H202501275,54
H202501276,31
H202501276,38
H202501276,44
H202501276,55
H202501276,55
H202501277,33
H202501277,46
H202501277,48
H202501277,82
H202501278,31
H202501278,46
H202501278,48
H202501278,64
H202501279,32
H202501279,36
H202501279,51
H202501279,67
H202501280,8
H202501280,65
H202501281,14
H202501281,23
H202501281,37
H202501281,46
H202501282,30
H202501282,36
H202501282,45
H202501282,77
H202501283,20
H202501283,54
H202501283,77
H202501284,11
H202501284,27
H202501284,32
H202501284,53
H202501285,7
H202501285,22
H202501285,25
H202501285,34
H202501286,42
H202501286,45
H202501287,21
H202501287,28
H202501287,50
H202501287,55
H202501288,0
H202501288,16
H202501288,16
H202501289,5
H202501289,34
H202501289,49
H202501290,22
H202501290,36
H202501290,52
H202501291,23
H202501291,26
H202501291,46
H202501291,59
H202501292,36
H202501292,42
H202501292,42
H202501292,52
H202501293,14
H202501293,30
H202501293,52
H202501293,57
H202501294,37
H202501294,56
H202501295,0
H202501295,13
H202501295,21
H202501295,24
H202501295,41
H202501295,81
H202501296,2
H202501296,12
H202501296,20
H202501296,50
H202501297,4
H202501297,20
H202501297,38
H202501298,29
H202501298,38
H202501298,46
H202501299,4
H202501299,10
H202501299,11
H202501299,31
H202501299,39
H202501300,44
H202501300,45
H202501300,49
H202501301,24
H202501301,32
H202501301,41
H202501301,50
H202501301,80
H202501302,27
H202501302,54
H202501302,67
H202501303,32
H202501303,38
H202501303,39
H202501304,9
H202501304,12
H202501304,38
H202501304,39
H202501304,43
H202501304,47
H202501305,14
H202501305,66
H202501306,3
H202501306,18
H202501306,29
H202501307,20
H202501307,36
H202501307,38
H202501307,44
H202501307,54
H202501308,20
H202501308,52
H202501309,21
H202501309,28
H202501309,43
H202501309,44
H202501309,74
H202501310,73
H202501311,2
H202501311,23
H202501311,55
H202501312,27
H202501312,31
H202501312,41
H202501312,55
H202501312,55
H202501313,40
H202501313,43
H202501313,50
H202501313,51
H202501313,83
H202501314,15
H202501314,27
H202501314,36
H202501315,79
H202501316,0
H202501316,20
H202501316,26
H202501316,29
H202501316,78
H202501317,9
H202501317,27
H202501317,38
H202501317,50
H202501317,53
H202501318,33
H202501318,38
H202501318,49
H202501319,32
H202501319,51
H202501319,51
H202501320,34
H202501320,52
H202501321,2
H202501321,23
H202501321,41
H202501321,59
H202501321,63
H202501321,84
H202501322,21
H202501322,29
H202501322,35
H202501322,40
H202501322,49
H202501322,53
H202501323,9
H202501323,20
H202501323,22
H202501323,26
H202501323,31
H202501323,45
H202501324,39
H202501324,45
H202501325,21
H202501325,25
H202501325,56
H202501326,33
H202501326,49
H202501326,51
H202501327,23
H202501327,42
H202501327,51
H202501327,51
H202501328,11
H202501328,43
H202501328,51
H202501329,32
H202501329,40
H202501329,72
H202501330,31
H202501330,38
H202501330,54
H202501330,54
H202501331,34
H202501332,22
H202501332,25
H202501332,31
H202501332,45
H202501333,84
H202501334,24
H202501334,28
H202501334,44
H202501334,52
H202501334,80
H202501335,30
H202501335,43
H202501336,5
H202501336,77
H202501337,9
H202501337,24
H202501337,24
H202501337,25
H202501337,42
H202501337,60
H202501338,22
H202501338,54
H202501338,63
H202501338,75
H202501339,5
H202501339,18
H202501339,23
H202501339,41
H202501340,34
H202501340,42
H202501340,44
H202501340,76
H202501341,12
H202501341,20
H202501341,42
H202501341,47
H202501341,55
H202501342,25
H202501342,48
H202501343,2
H202501343,36
H202501343,41
H202501343,66
H202501343,78
H202501344,29
H202501344,39
H202501344,48
H202501344,52
H202501345,26
H202501345,49
H202501346,22
H202501346,23
H202501346,24
H202501346,44
H202501346,51
H202501346,55
H202501347,14
H202501347,23
H202501347,29
H202501347,39
H202501348,45
H202501348,45
H202501348,46
H202501348,47
H202501348,49
H202501348,50
H202501349,25
H202501349,40
H202501349,61
H202501350,4
H202501350,6
H202501350,26
H202501350,31
H202501350,42
H202501350,43
H202501351,16
H202501351,27
H202501351,27
H202501351,33
H202501351,50
H202501351,54
H202501352,23
H202501352,32
H202501352,38
H202501352,48
H202501353,0
H202501353,20
H202501353,23
H202501353,28
H202501353,33
H202501354,23
H202501354,44
H202501354,49
H202501355,36
H202501355,50
H202501355,52
H202501355,62
H202501356,26
H202501356,34
H202501356,36
H202501356,39
H202501356,50
H202501356,52
H202501357,30
H202501357,49
H202501357,49
H202501357,50
H202501357,77
H202501358,55
H202501358,55
H202501358,56
H202501359,50
H202501359,80
H202501360,5
H202501360,35
H202501360,43
H202501360,53
H202501360,71
H202501361,21
H202501361,27
H202501361,31
H202501361,43
H202501362,26
H202501362,34
H202501362,37
H202501363,21
H202501363,35
H202501363,46
H202501363,46
H202501363,70
H202501363,75
H202501364,24
H202501364,24
H202501364,34
H202501364,48
H202501364,54
H202501364,70
H202501365,11
H202501365,20
H202501366,20
H202501366,32
H202501366,56
H202501366,78
H202501367,2
H202501367,43
H202501367,48
H202501367,49
H202501368,20
H202501368,38
H202501368,45
H202501369,18
H202501369,23
H202501369,44
H202501369,48
H202501369,67
H202501370,9
H202501370,14
H202501370,40
H202501370,47
H202501370,48
H202501370,61
H202501371,21
H202501371,47
H202501371,50
H202501371,63
H202501372,2
H202501372,21
H202501372,38
H202501372,47
H202501373,24
H202501373,44
H202501373,69
H202501373,79
H202501374,28
H202501374,37
H202501374,57
H202501375,33
H202501375,35
H202501376,68
H202501377,32
H202501377,37
H202501377,44
H202501377,53
H202501378,36
H202501378,37
H202501379,36
H202501380,28
H202501380,33
H202501380,45
H202501380,74
H202501381,26
H202501381,29
H202501381,36
H202501381,38
H202501381,47
H202501381,52
H202501382,38
H202501382,39
H202501382,52
H202501383,18
H202501383,27
H202501383,34
H202501383,36
H202501383,48
H202501383,83
H202501384,22
H202501384,28
H202501384,65
H202501385,21
H202501385,52
H202501385,54
H202501385,76
H202501385,80
H202501386,28
H202501386,29
H202501386,34
H202501387,20
H202501387,23
H202501387,28
H202501387,31
H202501387,40
H202501387,79
H202501388,0
H202501388,27
H202501388,40
H202501388,44
H202501389,25
H202501389,25
H202501389,29
H202501389,41
H202501389,75
H202501390,19
H202501390,20
H202501390,21
H202501390,55
H202501391,26
H202501391,37
H202501391,42
H202501391,64
H202501391,75
H202501392,21
H202501392,27
H202501392,38
H202501392,48
H202501392,54
H202501393,16
H202501393,20
H202501393,41
H202501393,41
H202501394,11
H202501394,15
H202501394,18
H202501394,37
H202501394,41
H202501394,49
H202501395,25
H202501395,43
H202501395,44
H202501396,26
H202501396,27
H202501396,59
H202501396,60
H202501396,65
H202501397,51
H202501397,53
H202501398,43
H202501399,30
H202501399,36
H202501399,46
H202501399,47
H202501399,50
H202501400,0
H202501400,35
H202501400,42
H202501400,46
H202501401,20
H202501401,46
H202501401,52
H202501401,68
H202501402,30
H202501402,48
H202501402,80
H202501403,31
H202501403,40
H202501403,63
H202501404,17
H202501404,40
H202501404,51
H202501404,73
H202501405,26
H202501405,47
H202501405,55
H202501406,37
H202501406,41
H202501406,53
H202501407,1
H202501407,47
H202501407,55
H202501407,60
H202501407,72
H202501408,28
H202501408,39
H202501408,43
H202501409,21
H202501409,39
H202501409,78
H202501409,79
H202501410,37
H202501410,37
H202501410,47
H202501410,52
H202501411,27
H202501411,48
H202501411,68
H202501412,31
H202501412,43
H202501412,44
H202501413,26
H202501413,28
H202501413,49
H202501413,50
H202501414,9
H202501414,22
H202501414,29
H202501415,41
H202501415,50
H202501415,55
H202501415,70
H202501416,4
H202501416,19
H202501416,23
H202501416,33
H202501416,49
H202501416,62
H202501417,7
H202501417,28
H202501417,29
H202501417,52
H202501417,63
H202501418,1
H202501418,18
H202501418,43
H202501418,51
H202501418,57
H202501419,42
H202501419,45
H202501419,80
H202501420,28
H202501420,34
H202501420,51
H202501421,26
H202501421,26
H202501421,35
H202501421,43
H202501421,75
H202501422,51
H202501422,51
H202501422,55
H202501422,73
H202501423,21
H202501423,31
H202501423,39
H202501423,52
H202501424,34
H202501424,40
H202501425,24
H202501425,43
H202501425,49
H202501425,52
H202501426,44
H202501426,52
H202501427,17
H202501427,41
H202501427,44
H202501427,76
H202501427,78
H202501428,20
H202501428,36
H202501428,40
H202501428,48
H202501428,53
H202501428,53
H202501429,25
H202501429,27
H202501429,32
H202501429,45
H202501429,46
H202501429,51
H202501430,30
H202501430,36
H202501430,49
H202501430,69
H202501430,74
H202501431,33
H202501431,40
H202501431,53
H202501432,47
H202501433,27
H202501433,46
H202501433,52
H202501433,52
H202501434,20
H202501434,35
H202501434,47
H202501434,51
H202501435,25
H202501435,56
H202501436,28
H202501436,39
H202501436,39
H202501436,42
H202501436,48
H202501437,5
H202501437,11
H202501437,27
H202501438,23
H202501438,27
H202501438,37
H202501438,39
H202501438,53
H202501439,27
H202501439,52
H202501439,75
H202501440,3
H202501440,16
H202501440,29
H202501440,54
H202501440,76
H202501441,14
H202501441,24
H202501441,39
H202501441,58
H202501442,39
H202501442,39
H202501442,42
H202501442,49
H202501442,67
H202501443,14
H202501443,23
H202501443,27
H202501443,43
H202501443,45
H202501443,55
H202501444,34
H202501444,47
H202501444,48
H202501444,54
H202501444,83
H202501445,26
H202501445,45
H202501445,74
H202501446,5
H202501446,32
H202501446,35
H202501446,37
H202501446,54
H202501447,84
H202501448,28
H202501448,29
H202501448,59
H202501448,65
H202501449,52
H202501449,54
H202501450,39
H202501450,54
H202501450,72
H202501451,22
H202501451,30
H202501451,44
H202501451,47
H202501451,47
H202501452,22
H202501452,51
H202501452,55
H202501452,66
H202501453,23
H202501453,37
H202501453,54
H202501454,27
H202501454,33
H202501454,41
H202501454,45
H202501455,22
H202501455,24
H202501455,44
H202501455,55
H202501455,55
H202501455,62
H202501456,11
H202501456,37
H202501456,40
H202501457,54
H202501458,55
H202501459,22
H202501459,41
H202501459,44
H202501459,83
H202501460,28
H202501460,30
H202501460,35
H202501460,41
H202501461,25
H202501461,38
H202501461,53
H202501462,21
H202501462,41
H202501462,43
H202501462,58
H202501463,7
H202501463,26
H202501463,46
H202501463,75
H202501464,34
H202501464,78
H202501464,79
H202501464,80
H202501465,30
H202501465,36
H202501466,39
H202501466,42
H202501466,46
H202501466,47
H202501466,67
H202501466,70
H202501467,10
H202501467,12
H202501467,82
H202501468,26
H202501468,47
H202501469,12
H202501469,31
H202501469,35
H202501469,43
H202501469,48
H202501469,49
H202501470,2
H202501470,6
H202501470,50
H202501470,53
H202501471,27
H202501471,45
H202501471,46
H202501471,47
H202501471,50
H202501472,36
H202501472,66
H202501472,75
H202501473,17
H202501473,24
H202501473,33
H202501473,34
H202501473,42
H202501473,46
H202501474,45
H202501474,49
H202501474,51
H202501475,41
H202501475,83
H202501476,2
H202501476,21
H202501476,39
H202501476,44
H202501477,12
H202501477,23
H202501477,38
H202501478,25
H202501478,31
H202501478,49
H202501478,50
H202501478,66
H202501479,22
H202501479,22
H202501479,40
H202501479,84
H202501480,1
H202501480,36
H202501480,52
H202501480,75
H202501481,23
H202501481,28
H202501481,67
H202501482,49
H202501483,15
H202501483,35
H202501483,49
H202501484,41
H202501484,76
H202501485,21
H202501485,23
H202501485,61
H202501486,26
H202501486,32
H202501486,51
H202501486,75
H202501487,5
H202501487,19
H202501487,24
H202501487,28
H202501487,37
H202501487,54
H202501488,21
H202501488,23
H202501488,47
H202501488,55
H202501488,80
H202501489,32
H202501489,33
H202501489,40
H202501489,40
H202501489,47
H202501490,26
H202501490,42
H202501490,71
H202501491,26
H202501491,29
H202501491,47
H202501492,39
H202501492,42
H202501492,43
H202501493,8
H202501493,22
H202501494,9
H202501494,22
H202501494,45
H202501494,48
H202501494,64
H202501495,0
H202501495,37
H202501495,38
H202501495,52
H202501495,54
H202501496,3
H202501496,15
H202501496,32
H202501496,50
H202501496,66
H202501496,66
H202501497,5
H202501497,37
H202501498,23
H202501498,28
H202501498,33
H202501498,35
H202501498,43
H202501498,51
H202501499,9
H202501499,24
H202501499,34
H202501499,37
H202501499,51
H202501499,62
H202501500,27
H202501500,44
H202501500,50
H202501500,53
H202501501,16
H202501501,39
H202501501,44
H202501501,57
H202501502,8
H202501502,26
H202501502,27
H202501502,35
H202501502,55
H202501502,84
H202501503,21
H202501503,48
H202501503,51
H202501504,21
H202501504,42
H202501504,68
H202501505,21
H202501505,22
H202501505,38
H202501505,79
H202501506,11
H202501506,34
H202501506,35
H202501506,54
H202501507,29
H202501507,47
H202501507,58
H202501508,31
H202501508,32
H202501508,36
H202501509,20
H202501509,25
H202501509,27
H202501509,49
H202501509,53
H202501510,23
H202501510,31
H202501510,35
H202501511,21
H202501511,31
H202501511,41
H202501511,48
H202501512,34
H202501512,38
H202501512,39
H202501512,58
H202501513,12
H202501513,28
H202501513,50
H202501513,69
H202501513,80
H202501514,10
H202501514,25
H202501514,49
H202501515,29
H202501516,36
H202501516,45
H202501516,51
H202501517,20
H202501517,25
H202501517,33
H202501517,51
H202501517,55
H202501518,21
H202501518,35
H202501518,42
H202501518,64
H202501518,69
H202501519,28
H202501519,45
H202501519,49
H202501519,50
H202501519,80
H202501520,1
H202501520,11
H202501520,27
H202501520,34
H202501520,51
H202501521,21
H202501521,25
H202501521,42
H202501521,43
H202501522,11
H202501522,52
H202501522,53
H202501522,54
H202501522,74
H202501522,77
H202501523,41
H202501523,49
H202501523,54
H202501523,67
H202501524,30
H202501524,35
H202501524,44
H202501524,83
H202501525,14
H202501525,37
H202501525,50
H202501525,71
H202501526,0
H202501526,27
H202501526,50
H202501526,68
H202501527,25
H202501527,39
H202501527,50
H202501528,22
H202501528,27
H202501528,54
H202501529,12
H202501529,24
H202501529,35
H202501529,51
H202501530,13
H202501530,44
H202501530,76
H202501531,25
H202501531,30
H202501531,66
H202501532,28
H202501532,31
H202501532,38
H202501532,45
H202501533,30
H202501533,35
H202501533,35
H202501534,20
H202501534,32
H202501534,34
H202501534,41
H202501534,47
H202501535,39
H202501535,48
H202501535,63
H202501535,67
H202501536,31
H202501536,44
H202501536,54
H202501537,9
H202501537,35
H202501537,36
H202501537,49
H202501537,54
H202501538,29
H202501538,32
H202501538,33
H202501538,53
H202501538,81
H202501539,8
H202501539,37
H202501539,47
H202501539,75
H202501540,3
H202501540,8
H202501540,38
H202501540,42
H202501540,49
H202501540,68
H202501541,11
H202501541,13
H202501541,25
H202501542,20
H202501542,38
H202501543,17
H202501543,36
H202501543,43
H202501543,75
H202501544,45
H202501544,49
H202501545,10
H202501545,30
H202501545,46
H202501545,55
H202501546,25
H202501546,42
H202501546,44
H202501547,32
H202501547,35
H202501547,48
H202501547,50
H202501548,45
H202501548,48
H202501548,50
H202501548,51
H202501548,54
H202501548,76
H202501549,9
H202501549,27
H202501549,36
H202501549,77
H202501550,26
H202501550,32
H202501550,41
H202501550,43
H202501551,28
H202501551,35
H202501552,18
H202501552,24
H202501552,53
H202501553,6
H202501553,13
H202501553,47
H202501553,55
H202501553,56
H202501554,13
H202501554,22
H202501554,35
H202501554,63
H202501554,67
H202501555,3
H202501555,7
H202501555,25
H202501555,31
H202501555,53
H202501555,70
H202501556,24
H202501556,35
H202501556,50
H202501556,76
H202501557,25
H202501557,28
H202501557,30
H202501557,53
H202501558,33
H202501558,47
H202501558,54
H202501558,82
H202501559,21
H202501559,50
H202501560,25
H202501560,30
H202501560,33
H202501560,79
H202501561,12
H202501561,32
H202501561,33
H202501561,53
H202501562,0
H202501562,0
H202501562,28
H202501563,2
H202501563,18
H202501563,29
H202501563,30
H202501563,33
H202501564,30
H202501564,33
H202501564,47
H202501565,20
H202501565,37
H202501565,51
H202501566,3
H202501566,29
H202501566,41
H202501567,47
H202501567,63
H202501568,49
H202501569,27
H202501569,30
H202501569,40
H202501570,46
H202501570,48
H202501570,49
H202501570,64
H202501571,18
H202501571,25
H202501571,25
H202501572,24
H202501572,26
H202501572,29
H202501572,50
H202501573,21
H202501573,22
H202501573,25
H202501573,37
H202501574,4
H202501574,12
H202501574,27
H202501574,27
H202501574,38
H202501574,62
H202501575,20
H202501575,29
H202501575,40
H202501575,47
H202501575,77
H202501576,23
H202501576,33
H202501576,70
H202501577,17
H202501577,21
H202501577,32
H202501577,52
H202501578,45
H202501578,48
H202501578,51
H202501579,4
H202501579,33
H202501579,42
H202501579,70
H202501579,77
H202501580,36
