lead_id,policy_id,type,sum_insured,premium,riders,co_pay_percent,room_rent_rule
H202501101,H202501101-P1,health,700000,10217,accidental_cover;critical_illness,20,No Cap
H202501103,H202501103-P1,life,20000000,26317,,0,
H202501104,H202501104-P1,life,2500000,23486,accidental_cover;critical_illness,0,
H202501104,H202501104-P2,life,20000000,39915,hospital_cash,0,
H202501108,H202501108-P1,health,500000,32156,accidental_cover,0,No Cap
H202501109,H202501109-P1,motor,800000,6996,,0,
H202501111,H202501111-P1,life,20000000,9679,accidental_cover;room_upgrade,0,
H202501111,H202501111-P2,life,10000000,40185,hospital_cash;accidental_cover,0,
H202501112,H202501112-P1,health,300000,10734,hospital_cash,20,1% of SI
H202501112,H202501112-P2,motor,800000,9521,,0,
H202501114,H202501114-P1,motor,800000,10399,,0,
H202501115,H202501115-P1,life,20000000,13312,,0,
H202501116,H202501116-P1,life,2500000,25516,critical_illness;accidental_cover,0,
H202501118,H202501118-P1,motor,300000,4853,,0,
H202501119,H202501119-P1,life,2500000,12174,,0,
H202501120,H202501120-P1,motor,800000,9398,,0,
H202501121,H202501121-P1,health,500000,16961,,10,Single Private Room
H202501121,H202501121-P2,motor,500000,8662,,0,
H202501122,H202501122-P1,life,2500000,28216,,0,
H202501124,H202501124-P1,life,10000000,23397,room_upgrade;critical_illness,0,
H202501124,H202501124-P2,life,20000000,35889,hospital_cash,0,
H202501125,H202501125-P1,life,2500000,18738,hospital_cash,0,
H202501127,H202501127-P1,life,10000000,29327,,0,
H202501127,H202501127-P2,health,1000000,28580,accidental_cover,0,No Cap
H202501130,H202501130-P1,motor,500000,7349,,0,
H202501131,H202501131-P1,motor,800000,5574,,0,
H202501131,H202501131-P2,motor,800000,7729,,0,
H202501134,H202501134-P1,health,300000,28249,,0,1% of SI
H202501135,H202501135-P1,motor,500000,2608,,0,
H202501137,H202501137-P1,life,5000000,13123,,0,
H202501140,H202501140-P1,life,2500000,36529,accidental_cover;room_upgrade,0,
H202501142,H202501142-P1,motor,300000,5982,,0,
H202501143,H202501143-P1,life,2500000,15015,accidental_cover,0,
H202501143,H202501143-P2,health,1000000,26787,,0,1% of SI
H202501144,H202501144-P1,motor,300000,5877,,0,
H202501145,H202501145-P1,life,20000000,12583,hospital_cash;room_upgrade,0,
H202501146,H202501146-P1,health,500000,13350,hospital_cash;critical_illness,0,1% of SI
H202501147,H202501147-P1,life,10000000,16084,room_upgrade;critical_illness,0,
H202501149,H202501149-P1,health,1000000,15269,room_upgrade,10,1% of SI
H202501150,H202501150-P1,health,700000,7576,critical_illness;room_upgrade,0,Single Private Room
H202501152,H202501152-P1,health,1000000,28455,room_upgrade;hospital_cash,0,Single Private Room
H202501154,H202501154-P1,life,10000000,14608,room_upgrade;accidental_cover,0,
H202501154,H202501154-P2,life,20000000,35498,critical_illness,0,
H202501155,H202501155-P1,motor,800000,10962,,0,
H202501159,H202501159-P1,motor,800000,11857,,0,
H202501161,H202501161-P1,life,10000000,32031,,0,
H202501162,H202501162-P1,life,5000000,40591,room_upgrade,0,
H202501163,H202501163-P1,life,10000000,15080,hospital_cash;accidental_cover,0,
H202501164,H202501164-P1,motor,300000,3480,,0,
H202501165,H202501165-P1,life,20000000,17284,critical_illness,0,
H202501166,H202501166-P1,motor,500000,4790,,0,
H202501167,H202501167-P1,motor,300000,3771,,0,
H202501169,H202501169-P1,life,10000000,32325,accidental_cover;hospital_cash,0,
H202501169,H202501169-P2,health,300000,32224,critical_illness;room_upgrade,0,1% of SI
H202501170,H202501170-P1,life,5000000,23707,room_upgrade,0,
H202501172,H202501172-P1,health,700000,11062,critical_illness,10,1% of SI
H202501173,H202501173-P1,health,500000,14800,critical_illness,0,Single Private Room
H202501173,H202501173-P2,life,2500000,38848,room_upgrade,0,
H202501174,H202501174-P1,life,20000000,29528,,0,
H202501177,H202501177-P1,health,300000,6355,,0,1% of SI
H202501178,H202501178-P1,health,300000,13402,critical_illness,0,No Cap
H202501182,H202501182-P1,health,1000000,25610,critical_illness;hospital_cash,20,1% of SI
H202501184,H202501184-P1,life,10000000,27662,critical_illness,0,
H202501186,H202501186-P1,life,2500000,21399,,0,
H202501187,H202501187-P1,motor,300000,7301,,0,
H202501188,H202501188-P1,motor,500000,11756,,0,
H202501188,H202501188-P2,health,500000,29974,,0,No Cap
H202501189,H202501189-P1,health,500000,23143,hospital_cash,10,No Cap
H202501190,H202501190-P1,health,700000,13108,,20,No Cap
H202501191,H202501191-P1,life,20000000,18814,hospital_cash,0,
H202501194,H202501194-P1,health,700000,30906,,0,1% of SI
H202501197,H202501197-P1,health,2000000,7529,critical_illness;room_upgrade,0,Single Private Room
H202501199,H202501199-P1,health,300000,27195,critical_illness;room_upgrade,10,Single Private Room
H202501201,H202501201-P1,health,1000000,13331,critical_illness,20,Single Private Room
H202501204,H202501204-P1,motor,800000,8673,,0,
H202501205,H202501205-P1,motor,500000,3884,,0,
H202501206,H202501206-P1,life,20000000,43051,hospital_cash,0,
H202501207,H202501207-P1,health,500000,34624,hospital_cash;accidental_cover,0,Single Private Room
H202501210,H202501210-P1,motor,500000,5402,,0,
H202501210,H202501210-P2,life,5000000,41121,,0,
H202501214,H202501214-P1,health,1000000,6585,accidental_cover,10,Single Private Room
H202501215,H202501215-P1,health,700000,28876,accidental_cover,0,1% of SI
H202501216,H202501216-P1,motor,500000,9721,,0,
H202501216,H202501216-P2,motor,500000,9367,,0,
H202501217,H202501217-P1,health,300000,27199,hospital_cash,10,Single Private Room
H202501218,H202501218-P1,motor,500000,7287,,0,
H202501218,H202501218-P2,life,20000000,36598,accidental_cover;critical_illness,0,
H202501219,H202501219-P1,life,2500000,25299,room_upgrade,0,
H202501220,H202501220-P1,health,500000,29491,,0,No Cap
H202501221,H202501221-P1,motor,500000,5425,,0,
H202501221,H202501221-P2,health,700000,17296,hospital_cash;accidental_cover,0,Single Private Room
H202501222,H202501222-P1,life,5000000,36489,room_upgrade;accidental_cover,0,
H202501222,H202501222-P2,life,10000000,42000,room_upgrade,0,
H202501223,H202501223-P1,health,1000000,10955,,0,Single Private Room
H202501225,H202501225-P1,motor,300000,4847,,0,
H202501226,H202501226-P1,life,5000000,29163,room_upgrade,0,
H202501227,H202501227-P1,life,2500000,41353,hospital_cash;accidental_cover,0,
H202501231,H202501231-P1,health,2000000,25968,,10,Single Private Room
H202501232,H202501232-P1,motor,800000,10263,,0,
H202501233,H202501233-P1,health,1000000,12604,critical_illness;accidental_cover,10,No Cap
H202501235,H202501235-P1,life,2500000,19766,hospital_cash,0,
H202501236,H202501236-P1,motor,800000,5626,,0,
H202501238,H202501238-P1,motor,500000,9040,,0,
H202501238,H202501238-P2,life,2500000,38572,critical_illness;hospital_cash,0,
H202501240,H202501240-P1,motor,300000,9914,,0,
H202501245,H202501245-P1,motor,800000,6455,,0,
H202501246,H202501246-P1,life,10000000,26305,,0,
H202501248,H202501248-P1,life,2500000,9382,hospital_cash,0,
H202501252,H202501252-P1,motor,800000,7148,,0,
H202501253,H202501253-P1,life,20000000,8480,,0,
H202501253,H202501253-P2,health,2000000,14349,critical_illness,0,Single Private Room
H202501254,H202501254-P1,motor,500000,7483,,0,
H202501254,H202501254-P2,motor,300000,11953,,0,
H202501256,H202501256-P1,life,10000000,15116,accidental_cover,0,
H202501257,H202501257-P1,motor,800000,10932,,0,
H202501259,H202501259-P1,health,700000,28150,,20,Single Private Room
H202501261,H202501261-P1,life,5000000,16987,room_upgrade,0,
H202501263,H202501263-P1,health,300000,13679,,10,No Cap
H202501265,H202501265-P1,health,1000000,15830,room_upgrade;hospital_cash,0,No Cap
H202501266,H202501266-P1,health,500000,16166,,0,1% of SI
H202501267,H202501267-P1,motor,800000,4958,,0,
H202501268,H202501268-P1,motor,500000,7342,,0,
H202501268,H202501268-P2,health,500000,13560,accidental_cover;room_upgrade,20,1% of SI
H202501270,H202501270-P1,motor,500000,3471,,0,
H202501271,H202501271-P1,motor,800000,6111,,0,
H202501273,H202501273-P1,life,5000000,17877,,0,
H202501274,H202501274-P1,health,500000,25897,,0,No Cap
H202501277,H202501277-P1,life,10000000,33607,,0,
H202501278,H202501278-P1,motor,300000,9307,,0,
H202501282,H202501282-P1,life,5000000,35975,room_upgrade;accidental_cover,0,
H202501283,H202501283-P1,life,20000000,25103,,0,
H202501284,H202501284-P1,life,5000000,37113,,0,
H202501285,H202501285-P1,health,500000,11247,,0,1% of SI
H202501287,H202501287-P1,motor,500000,10933,,0,
H202501288,H202501288-P1,health,500000,6459,,20,Single Private Room
H202501292,H202501292-P1,motor,800000,11978,,0,
H202501294,H202501294-P1,life,2500000,9199,critical_illness;accidental_cover,0,
H202501296,H202501296-P1,life,5000000,13842,room_upgrade,0,
H202501299,H202501299-P1,health,500000,30709,accidental_cover;room_upgrade,0,No Cap
H202501299,H202501299-P2,life,20000000,37379,hospital_cash;room_upgrade,0,
H202501301,H202501301-P1,life,5000000,27013,,0,
H202501302,H202501302-P1,motor,800000,5480,,0,
H202501303,H202501303-P1,life,2500000,34808,,0,
H202501303,H202501303-P2,motor,500000,7535,,0,
H202501304,H202501304-P1,life,5000000,44532,,0,
H202501305,H202501305-P1,motor,500000,10681,,0,
H202501307,H202501307-P1,motor,500000,8189,,0,
H202501308,H202501308-P1,health,300000,8640,room_upgrade,0,No Cap
H202501309,H202501309-P1,motor,500000,8996,,0,
H202501310,H202501310-P1,life,10000000,40917,critical_illness;hospital_cash,0,
H202501311,H202501311-P1,health,700000,9521,,20,Single Private Room
H202501311,H202501311-P2,life,2500000,24277,hospital_cash;critical_illness,0,
H202501313,H202501313-P1,health,300000,27280,,10,No Cap
H202501315,H202501315-P1,life,5000000,32451,,0,
H202501316,H202501316-P1,motor,800000,9600,,0,
H202501317,H202501317-P1,motor,500000,3700,,0,
H202501318,H202501318-P1,motor,800000,5838,,0,
H202501320,H202501320-P1,motor,500000,5364,,0,
H202501321,H202501321-P1,motor,500000,10036,,0,
H202501323,H202501323-P1,motor,300000,11271,,0,
H202501325,H202501325-P1,life,5000000,9523,,0,
H202501326,H202501326-P1,health,700000,23482,accidental_cover,0,Single Private Room
H202501326,H202501326-P2,motor,800000,11847,,0,
H202501327,H202501327-P1,motor,500000,7944,,0,
H202501328,H202501328-P1,life,2500000,18131,,0,
H202501329,H202501329-P1,health,500000,8641,accidental_cover;critical_illness,0,1% of SI
H202501329,H202501329-P2,health,300000,24196,,0,1% of SI
H202501331,H202501331-P1,life,2500000,15241,accidental_cover,0,
H202501332,H202501332-P1,life,10000000,34514,accidental_cover,0,
H202501333,H202501333-P1,health,700000,27948,hospital_cash;accidental_cover,20,Single Private Room
H202501333,H202501333-P2,life,10000000,15286,,0,
H202501334,H202501334-P1,life,2500000,38513,,0,
H202501334,H202501334-P2,health,500000,7506,room_upgrade;critical_illness,0,1% of SI
H202501335,H202501335-P1,motor,500000,11356,,0,
H202501335,H202501335-P2,motor,300000,5186,,0,
H202501336,H202501336-P1,life,2500000,26179,,0,
H202501337,H202501337-P1,motor,500000,7917,,0,
H202501338,H202501338-P1,life,2500000,42301,critical_illness,0,
H202501340,H202501340-P1,life,10000000,12307,accidental_cover;critical_illness,0,
H202501341,H202501341-P1,life,20000000,38343,hospital_cash,0,
H202501341,H202501341-P2,motor,800000,2744,,0,
H202501342,H202501342-P1,motor,800000,11620,,0,
H202501343,H202501343-P1,motor,300000,11431,,0,
H202501344,H202501344-P1,health,700000,19355,room_upgrade,0,1% of SI
H202501345,H202501345-P1,life,5000000,9216,,0,
H202501347,H202501347-P1,health,1000000,29734,critical_illness,0,Single Private Room
H202501348,H202501348-P1,motor,500000,2698,,0,
H202501348,H202501348-P2,health,500000,15887,,0,No Cap
H202501350,H202501350-P1,health,1000000,32546,,0,1% of SI
H202501350,H202501350-P2,health,300000,27164,critical_illness,0,No Cap
H202501353,H202501353-P1,health,1000000,19961,room_upgrade,0,No Cap
H202501353,H202501353-P2,health,2000000,30261,accidental_cover,20,Single Private Room
H202501354,H202501354-P1,health,500000,17049,accidental_cover,20,1% of SI
H202501356,H202501356-P1,health,2000000,31750,critical_illness,10,1% of SI
H202501356,H202501356-P2,health,700000,22777,accidental_cover;hospital_cash,20,Single Private Room
H202501357,H202501357-P1,health,2000000,26631,room_upgrade;hospital_cash,0,No Cap
H202501358,H202501358-P1,motor,800000,11727,,0,
H202501359,H202501359-P1,health,2000000,20007,critical_illness;room_upgrade,10,1% of SI
H202501361,H202501361-P1,health,700000,32339,,0,No Cap
H202501363,H202501363-P1,health,500000,25476,hospital_cash;accidental_cover,20,Single Private Room
H202501364,H202501364-P1,life,10000000,24581,hospital_cash,0,
H202501365,H202501365-P1,health,700000,13863,room_upgrade,0,No Cap
H202501366,H202501366-P1,health,700000,27862,,0,1% of SI
H202501367,H202501367-P1,health,700000,14887,room_upgrade;accidental_cover,0,Single Private Room
H202501368,H202501368-P1,motor,800000,6259,,0,
H202501369,H202501369-P1,motor,500000,2851,,0,
H202501374,H202501374-P1,life,5000000,16856,hospital_cash,0,
H202501375,H202501375-P1,life,5000000,17950,,0,
H202501377,H202501377-P1,health,500000,24900,,10,Single Private Room
H202501378,H202501378-P1,health,500000,19650,,0,Single Private Room
H202501379,H202501379-P1,motor,500000,2688,,0,
H202501382,H202501382-P1,health,2000000,28566,,10,No Cap
H202501385,H202501385-P1,life,2500000,41233,accidental_cover;critical_illness,0,
H202501385,H202501385-P2,motor,500000,4955,,0,
H202501387,H202501387-P1,motor,300000,6379,,0,
H202501387,H202501387-P2,motor,300000,10101,,0,
H202501388,H202501388-P1,life,2500000,16118,accidental_cover;critical_illness,0,
H202501388,H202501388-P2,health,700000,9692,,0,1% of SI
H202501389,H202501389-P1,health,2000000,8909,accidental_cover,0,No Cap
H202501390,H202501390-P1,motor,300000,11463,,0,
H202501391,H202501391-P1,health,1000000,24223,room_upgrade,20,Single Private Room
H202501393,H202501393-P1,motor,500000,3069,,0,
H202501396,H202501396-P1,life,20000000,34345,critical_illness,0,
H202501400,H202501400-P1,motor,800000,8464,,0,
H202501400,H202501400-P2,life,2500000,12162,,0,
H202501401,H202501401-P1,motor,800000,10442,,0,
H202501401,H202501401-P2,life,10000000,11505,,0,
H202501402,H202501402-P1,health,700000,9621,,20,No Cap
H202501403,H202501403-P1,health,500000,6543,room_upgrade,0,1% of SI
H202501403,H202501403-P2,health,300000,13182,room_upgrade;critical_illness,10,1% of SI
H202501404,H202501404-P1,motor,300000,5990,,0,
H202501405,H202501405-P1,life,5000000,32737,hospital_cash,0,
H202501406,H202501406-P1,life,10000000,24627,,0,
H202501406,H202501406-P2,motor,300000,8516,,0,
H202501407,H202501407-P1,motor,500000,7997,,0,
H202501410,H202501410-P1,life,5000000,42941,critical_illness;hospital_cash,0,
H202501411,H202501411-P1,life,5000000,38449,room_upgrade;critical_illness,0,
H202501412,H202501412-P1,life,20000000,44735,critical_illness;accidental_cover,0,
H202501415,H202501415-P1,life,10000000,11737,room_upgrade;critical_illness,0,
H202501416,H202501416-P1,life,5000000,23532,,0,
H202501416,H202501416-P2,motor,500000,10228,,0,
H202501417,H202501417-P1,health,1000000,14179,hospital_cash,10,1% of SI
H202501417,H202501417-P2,motor,800000,11174,,0,
H202501418,H202501418-P1,motor,300000,10312,,0,
H202501418,H202501418-P2,health,500000,29750,hospital_cash;room_upgrade,20,No Cap
H202501419,H202501419-P1,life,2500000,27012,accidental_cover;room_upgrade,0,
H202501419,H202501419-P2,motor,300000,3262,,0,
H202501421,H202501421-P1,life,10000000,21907,,0,
H202501422,H202501422-P1,health,300000,28506,hospital_cash,0,Single Private Room
H202501426,H202501426-P1,motor,300000,7347,,0,
H202501427,H202501427-P1,life,5000000,38270,,0,
H202501428,H202501428-P1,motor,300000,9051,,0,
H202501432,H202501432-P1,life,5000000,32076,,0,
H202501432,H202501432-P2,health,1000000,33836,room_upgrade;critical_illness,10,Single Private Room
H202501434,H202501434-P1,health,2000000,30051,room_upgrade;accidental_cover,0,No Cap
H202501434,H202501434-P2,life,2500000,14917,,0,
H202501436,H202501436-P1,health,300000,13056,critical_illness,0,No Cap
H202501437,H202501437-P1,motor,800000,6942,,0,
H202501437,H202501437-P2,life,2500000,18828,,0,
H202501438,H202501438-P1,health,500000,29769,room_upgrade,10,No Cap
H202501439,H202501439-P1,health,1000000,17996,critical_illness,0,1% of SI
H202501439,H202501439-P2,motor,300000,7834,,0,
H202501440,H202501440-P1,health,700000,18354,accidental_cover,20,Single Private Room
H202501442,H202501442-P1,life,5000000,21291,hospital_cash,0,
H202501442,H202501442-P2,life,20000000,22344,hospital_cash,0,
H202501444,H202501444-P1,health,300000,6589,,20,1% of SI
H202501446,H202501446-P1,motor,800000,6131,,0,
H202501447,H202501447-P1,motor,500000,9141,,0,
H202501449,H202501449-P1,health,500000,14964,,0,No Cap
H202501451,H202501451-P1,life,5000000,29761,hospital_cash;accidental_cover,0,
H202501451,H202501451-P2,life,20000000,23939,hospital_cash,0,
H202501453,H202501453-P1,health,2000000,32065,critical_illness;hospital_cash,10,Single Private Room
H202501453,H202501453-P2,health,1000000,17405,,0,Single Private Room
H202501454,H202501454-P1,health,500000,26904,,10,No Cap
H202501454,H202501454-P2,life,5000000,38790,,0,
H202501456,H202501456-P1,motor,300000,9139,,0,
H202501458,H202501458-P1,health,700000,19507,hospital_cash;critical_illness,0,Single Private Room
H202501460,H202501460-P1,health,300000,8598,hospital_cash,10,1% of SI
H202501460,H202501460-P2,motor,500000,2639,,0,
H202501461,H202501461-P1,motor,300000,3354,,0,
H202501461,H202501461-P2,health,2000000,24398,critical_illness,10,1% of SI
H202501462,H202501462-P1,life,20000000,28808,,0,
H202501464,H202501464-P1,health,300000,11126,,0,No Cap
H202501466,H202501466-P1,health,1000000,34382,room_upgrade,0,No Cap
H202501466,H202501466-P2,life,10000000,37129,,0,
H202501467,H202501467-P1,motor,800000,3696,,0,
H202501467,H202501467-P2,health,500000,34876,hospital_cash;critical_illness,20,Single Private Room
H202501468,H202501468-P1,motor,300000,7391,,0,
H202501470,H202501470-P1,health,700000,30080,,10,Single Private Room
H202501471,H202501471-P1,life,2500000,25749,,0,
H202501473,H202501473-P1,health,1000000,21963,room_upgrade,0,No Cap
H202501474,H202501474-P1,motor,500000,8789,,0,
H202501475,H202501475-P1,life,5000000,22860,hospital_cash,0,
H202501477,H202501477-P1,motor,800000,5069,,0,
H202501478,H202501478-P1,health,700000,7204,critical_illness;hospital_cash,10,No Cap
H202501478,H202501478-P2,motor,800000,11030,,0,
H202501480,H202501480-P1,health,2000000,18091,room_upgrade,0,No Cap
H202501481,H202501481-P1,motor,800000,9233,,0,
H202501482,H202501482-P1,life,20000000,12125,hospital_cash;accidental_cover,0,
H202501483,H202501483-P1,life,20000000,44286,room_upgrade;hospital_cash,0,
H202501483,H202501483-P2,health,1000000,15624,,0,1% of SI
H202501484,H202501484-P1,life,10000000,24011,room_upgrade;accidental_cover,0,
H202501484,H202501484-P2,life,10000000,11859,accidental_cover,0,
H202501485,H202501485-P1,motor,300000,9972,,0,
H202501485,H202501485-P2,health,700000,19316,,20,No Cap
H202501488,H202501488-P1,health,700000,28742,,20,Single Private Room
H202501496,H202501496-P1,health,1000000,12822,,0,1% of SI
H202501496,H202501496-P2,motor,300000,10870,,0,
H202501497,H202501497-P1,motor,500000,7357,,0,
H202501499,H202501499-P1,health,300000,23673,accidental_cover;hospital_cash,0,Single Private Room
H202501499,H202501499-P2,health,300000,8863,critical_illness,0,1% of SI
H202501500,H202501500-P1,life,2500000,39309,accidental_cover,0,
H202501501,H202501501-P1,life,5000000,19995,accidental_cover;critical_illness,0,
H202501502,H202501502-P1,health,300000,27645,,10,No Cap
H202501503,H202501503-P1,motor,500000,6640,,0,
H202501505,H202501505-P1,motor,800000,9632,,0,
H202501506,H202501506-P1,life,10000000,13048,,0,
H202501507,H202501507-P1,life,10000000,37099,critical_illness,0,
H202501508,H202501508-P1,health,1000000,8048,,10,No Cap
H202501510,H202501510-P1,motor,800000,4281,,0,
H202501510,H202501510-P2,motor,300000,7276,,0,
H202501513,H202501513-P1,life,2500000,9911,accidental_cover,0,
H202501514,H202501514-P1,health,300000,11881,critical_illness;room_upgrade,10,1% of SI
H202501515,H202501515-P1,life,20000000,28080,,0,
H202501516,H202501516-P1,life,2500000,31441,accidental_cover,0,
H202501518,H202501518-P1,health,500000,24713,accidental_cover,0,No Cap
H202501518,H202501518-P2,health,500000,10044,,0,1% of SI
H202501519,H202501519-P1,life,20000000,18515,,0,
H202501522,H202501522-P1,motor,300000,6660,,0,
H202501524,H202501524-P1,life,10000000,40349,room_upgrade,0,
H202501524,H202501524-P2,life,10000000,11736,hospital_cash,0,
H202501525,H202501525-P1,health,700000,30360,,0,1% of SI
H202501525,H202501525-P2,motor,500000,11083,,0,
H202501526,H202501526-P1,life,20000000,35025,room_upgrade,0,
H202501527,H202501527-P1,motor,300000,7924,,0,
H202501530,H202501530-P1,health,1000000,15974,,0,No Cap
H202501531,H202501531-P1,health,1000000,28807,hospital_cash,0,No Cap
H202501532,H202501532-P1,motor,800000,9457,,0,
H202501533,H202501533-P1,life,20000000,31021,,0,
H202501533,H202501533-P2,motor,800000,8014,,0,
H202501534,H202501534-P1,motor,300000,8848,,0,
H202501535,H202501535-P1,health,300000,23609,,20,1% of SI
H202501537,H202501537-P1,life,10000000,36087,critical_illness,0,
H202501537,H202501537-P2,motor,800000,7356,,0,
H202501539,H202501539-P1,health,700000,26189,hospital_cash,0,Single Private Room
H202501540,H202501540-P1,health,2000000,14571,,20,1% of SI
H202501545,H202501545-P1,motor,500000,11330,,0,
H202501546,H202501546-P1,life,2500000,32497,hospital_cash;room_upgrade,0,
H202501546,H202501546-P2,motor,500000,8043,,0,
H202501547,H202501547-P1,motor,800000,9219,,0,
H202501551,H202501551-P1,health,300000,26798,hospital_cash;accidental_cover,10,Single Private Room
H202501552,H202501552-P1,health,1000000,16334,,10,1% of SI
H202501553,H202501553-P1,life,5000000,23544,critical_illness;room_upgrade,0,
H202501553,H202501553-P2,life,20000000,11797,hospital_cash;accidental_cover,0,
H202501554,H202501554-P1,life,5000000,37072,room_upgrade,0,
H202501555,H202501555-P1,life,10000000,30565,room_upgrade,0,
H202501555,H202501555-P2,motor,500000,9648,,0,
H202501557,H202501557-P1,motor,500000,2636,,0,
H202501559,H202501559-P1,life,20000000,13270,critical_illness,0,
H202501562,H202501562-P1,motor,300000,9877,,0,
H202501562,H202501562-P2,health,2000000,21203,,0,No Cap
H202501564,H202501564-P1,life,5000000,40338,,0,
H202501566,H202501566-P1,health,500000,9967,room_upgrade;critical_illness,0,1% of SI
H202501567,H202501567-P1,health,1000000,10328,hospital_cash,20,Single Private Room
H202501568,H202501568-P1,health,700000,28060,room_upgrade;hospital_cash,20,1% of SI
H202501569,H202501569-P1,health,500000,32163,room_upgrade;accidental_cover,0,Single Private Room
H202501573,H202501573-P1,life,20000000,13929,room_upgrade,0,
H202501574,H202501574-P1,life,10000000,39464,accidental_cover;hospital_cash,0,
H202501575,H202501575-P1,life,2500000,44535,hospital_cash;critical_illness,0,
H202501575,H202501575-P2,life,10000000,25402,hospital_cash,0,
H202501577,H202501577-P1,life,2500000,35623,critical_illness;room_upgrade,0,
H202501577,H202501577-P2,motor,500000,3081,,0,
H202501579,H202501579-P1,life,5000000,27823,hospital_cash;room_upgrade,0,
H202501580,H202501580-P1,health,2000000,32052,critical_illness,20,1% of SI
H202501581,H202501581-P1,life,20000000,9492,hospital_cash;accidental_cover,0,
H202501584,H202501584-P1,motor,300000,5341,,0,
H202501585,H202501585-P1,health,700000,27012,room_upgrade,0,Single Private Room
H202501587,H202501587-P1,health,300000,32584,accidental_cover,0,No Cap
H202501587,H202501587-P2,life,5000000,41437,hospital_cash,0,
H202501589,H202501589-P1,health,1000000,14828,critical_illness;room_upgrade,10,No Cap
H202501589,H202501589-P2,motor,300000,5004,,0,
H202501590,H202501590-P1,life,5000000,35103,,0,
H202501590,H202501590-P2,health,300000,15895,accidental_cover,0,No Cap
H202501591,H202501591-P1,motor,500000,5801,,0,
H202501595,H202501595-P1,health,700000,28873,,0,1% of SI
H202501596,H202501596-P1,health,2000000,14295,room_upgrade;hospital_cash,0,No Cap
H202501598,H202501598-P1,life,10000000,11816,room_upgrade,0,
H202501601,H202501601-P1,motor,500000,6359,,0,
H202501604,H202501604-P1,health,1000000,26370,critical_illness;hospital_cash,0,No Cap
H202501605,H202501605-P1,life,2500000,41247,accidental_cover;hospital_cash,0,
H202501606,H202501606-P1,health,1000000,14656,,0,No Cap
H202501610,H202501610-P1,motor,800000,9901,,0,
H202501611,H202501611-P1,health,700000,28783,accidental_cover;hospital_cash,0,1% of SI
H202501614,H202501614-P1,life,2500000,36278,hospital_cash;room_upgrade,0,
H202501614,H202501614-P2,motor,800000,8754,,0,
H202501617,H202501617-P1,life,5000000,40770,room_upgrade,0,
H202501619,H202501619-P1,motor,800000,11029,,0,
H202501619,H202501619-P2,health,500000,7977,critical_illness;room_upgrade,0,No Cap
H202501620,H202501620-P1,life,20000000,25570,,0,
H202501623,H202501623-P1,motor,800000,3309,,0,
H202501624,H202501624-P1,life,10000000,42551,critical_illness,0,
H202501626,H202501626-P1,motor,800000,10497,,0,
H202501628,H202501628-P1,life,10000000,40801,,0,
H202501629,H202501629-P1,life,5000000,22290,hospital_cash,0,
H202501632,H202501632-P1,health,500000,7571,critical_illness,0,1% of SI
H202501635,H202501635-P1,life,20000000,34242,hospital_cash;accidental_cover,0,
H202501636,H202501636-P1,life,2500000,37263,room_upgrade;critical_illness,0,
H202501637,H202501637-P1,life,10000000,30446,room_upgrade;critical_illness,0,
H202501637,H202501637-P2,motor,800000,6720,,0,
H202501638,H202501638-P1,health,2000000,18028,critical_illness;accidental_cover,0,No Cap
H202501638,H202501638-P2,health,2000000,12545,hospital_cash;critical_illness,0,Single Private Room
H202501643,H202501643-P1,motor,800000,3903,,0,
H202501644,H202501644-P1,health,700000,6710,room_upgrade;accidental_cover,10,No Cap
H202501644,H202501644-P2,health,700000,27510,critical_illness,0,1% of SI
H202501645,H202501645-P1,life,10000000,34517,accidental_cover,0,
H202501648,H202501648-P1,health,2000000,28541,critical_illness;accidental_cover,10,No Cap
H202501649,H202501649-P1,motor,300000,8845,,0,
H202501650,H202501650-P1,life,20000000,32420,accidental_cover;room_upgrade,0,
H202501650,H202501650-P2,life,2500000,25716,,0,
H202501652,H202501652-P1,motor,800000,8530,,0,
H202501656,H202501656-P1,life,5000000,11062,room_upgrade,0,
H202501656,H202501656-P2,life,10000000,43644,,0,
H202501658,H202501658-P1,life,2500000,33458,accidental_cover;hospital_cash,0,
H202501659,H202501659-P1,motor,800000,9277,,0,
H202501659,H202501659-P2,health,700000,17441,hospital_cash,0,No Cap
H202501660,H202501660-P1,motor,800000,6910,,0,
H202501661,H202501661-P1,motor,800000,5943,,0,
H202501662,H202501662-P1,life,20000000,20390,,0,
H202501663,H202501663-P1,life,2500000,15913,critical_illness,0,
H202501664,H202501664-P1,motor,500000,4957,,0,
H202501666,H202501666-P1,motor,800000,6519,,0,
H202501667,H202501667-P1,life,5000000,11422,critical_illness,0,
H202501667,H202501667-P2,health,700000,7814,critical_illness;accidental_cover,0,1% of SI
H202501669,H202501669-P1,life,2500000,31777,hospital_cash,0,
H202501670,H202501670-P1,life,20000000,20953,,0,
H202501671,H202501671-P1,health,300000,31460,accidental_cover;room_upgrade,10,Single Private Room
H202501672,H202501672-P1,life,2500000,14817,room_upgrade,0,
H202501672,H202501672-P2,life,20000000,34101,hospital_cash,0,
H202501676,H202501676-P1,health,300000,18699,,10,Single Private Room
H202501678,H202501678-P1,motor,500000,5527,,0,
H202501678,H202501678-P2,health,2000000,21372,hospital_cash;accidental_cover,0,No Cap
H202501679,H202501679-P1,health,2000000,6675,critical_illness;room_upgrade,10,Single Private Room
